source_idx,question,old_answer,new_answer,old_time,new_time,old_evidence,new_evidence,flag,verdict,note
541,which team does Benito Santiago Jr. currently play for in the Baloncesto Superior Nacional (BSN)?,Vaqueros de Bayamón,Mets of Guaynabo,2024-09-01,2024-10-01 00:00:00,"… Rican professional basketball player who currently plays for the Vaqueros de Bayamón in the Baloncesto Superior Nacional (BSN), the top tier basketball league in Puerto Rico. See also List of Major L…","… Rican professional basketball player who currently plays for the Mets of Guaynabo Coached by JJ Barea in the Baloncesto Superior Nacional (BSN), the top tier basketball league in Puerto Rico. See als…",,g,
544,where is mixed-use residential development planned?,Villiers Island,Ookwemin Minising,2024-11-01,2024-12-01 00:00:00,…nd respectively. Mixed-use residential development is planned for Villiers Island. Streets The district is bounded on the north by Lake Shore Boulevard and on the east by Leslie Street.,…nd respectively. Mixed-use residential development is planned for Ookwemin Minising. Streets The district is bounded on the north by Lake Shore Boulevard and on the east by Leslie Street.,,g,
545,who was the subject of Joseph Ellis's dissertation at Yale University?,Samuel Johnson,A colonial American theologian,2024-09-01,2024-10-01 00:00:00,"… Edmund S. Morgan directed his dissertation on the English writer Samuel Johnson.Ellis, Joseph John III. ""The Puritan Mind in Transition: The American Samuel Johnson (1696–1772)."" Ph.D. diss.","…sity in 1969, where Edmund S. Morgan directed his dissertation on a colonial American theologian.Ellis, Joseph John III. ""The Puritan Mind in Transition: The American Samuel Johnson (1696–1772)."" Ph.D…",,c,
551,what was Diego Alcala's status when Samuel Serrano won a 10-round decision over him?,Former title challenger,Future title challenger,2024-10-01,2024-11-01 00:00:00,"…ound decision win over tough veteran Cocoa Perez and one win over former title challenger Diego Alcala, also by decision in 10.","…ound decision win over tough veteran Cocoa Perez and one win over future title challenger Diego Alcala of Panama, also by decision in 10.",,c,
555,which island does Shaheed Dweep tend to remain a degree or two warmer than due to the lack of forest cover?,Swaraj Dweep,Havelock,2024-08-01,2024-09-01 00:00:00,"…sland belongs to the Ritchie's Archipelago and is located between Swaraj Dweep and Rose Island. It is a comparatively flat island, and much of the landmass was deemed suitable for paddy cultivation. U…","…sland belongs to the Ritchie's Archipelago and is located between Havelock Island and Rose Island. It is a comparatively flat island, and much of the landmass was deemed suitable for paddy cultivation…",,c,
559,"what tier was Widener classified as in the ""U.S. News & World Report"" ""Best Law School Rankings""?",Second Tier,Fourth Tier,2024-07-01,2024-08-01 00:00:00,"…d Report ""Best Law School Rankings"", Widener was classified as a ""Second Tier"" law school and the full-time JD program was not given a numerical value, as U.S.","…d Report ""Best Law School Rankings"", Widener was classified as a ""fourth Tier"" law school and the full-time JD program was not given a numerical value, as U.S. News then only ranked the Top 145, with …",수치?,c,
563,what is Kristiyan Dobrev's current role in football?,Assistant coach of Lokomotiv Sofia,Sporting director of Septemvri Sofia,2024-09-01,2024-10-01 00:00:00,… 1978 in Sofia) is a Bulgarian former professional footballer and assistant coach of Lokomotiv Sofia. Career Dobrev was raised in Lokomotiv Sofia's youth teams. Between 1998 and 2003 he played for Naf…,"…s a Bulgarian former professional footballer who is currently the sporting director of Septemvri Sofia. Career Dobrev was raised in Lokomotiv Sofia's youth teams. Between 1998 and 2003, he played for …",,g,
564,where was the society's annual meeting co-hosted by the European Association for the Study of Science and Technology (EASST) held?,Barcelona,Amsterdam,2024-10-01,2024-11-01 00:00:00,"… 2016, over 2,000 people attended the society's annual meeting in Barcelona, co-hosted by the European Association for the Study of Science and Technology (EASST). Its 40th anniversary celebration at …","… 2024, over 3,000 people attended the society's annual meeting in Amsterdam, co-hosted by the European Association for the Study of Science and Technology (EASST). Its charter was drafted in 1975,Arno…",,g,
573,what classical music station does Charles Alexis Nove currently present the weekday breakfast show for?,Scala Radio,Magic Classical,2024-09-01,2024-10-01 00:00:00,"…y presents the weekday breakfast show for classical music station Scala Radio. Biography Early career The son of Soviet historian Alexander Nove, his earliest presentational experience was at Glasgow'…","…y presents the weekday breakfast show for classical music station Magic Classical. Biography Early career The son of Soviet historian Alexander Nove, his earliest presentational experience was at Glas…",,g,
576,which high school is associated with the robotics team Herobotics?,Patrick Henry High School,Camden High School,2024-08-01,2024-09-01 00:00:00,"The sport was dropped at Patrick Henry. By 2010, both all hockey teams at all seven Minneapolis public high schools were merged into a collective Minneapolis boys team and girls team. Beyond the sport…","The sport was dropped at Camden. By 2010, both all hockey teams at all seven Minneapolis public high schools were merged into a collective Minneapolis boys team and girls team. Beyond the sports, Camd…",,g,
577,which school is one of very few in the country showing significant academic success among schools with equivalent levels of poverty?,Patrick Henry,Camden,2024-08-01,2024-09-01 00:00:00,"U.S. News & World Report ranked Patrick Henry as the 68th best in Minnesota in 2022. Among schools with equivalent levels of poverty, Patrick Henry is one of very few in the country showing significan…","U.S. News & World Report ranked Camden the 68th-best high school in Minnesota in 2022. Among schools with equivalent levels of poverty, Camden is one of very few in the country showing significant aca…",,g,
578,"what is the name of the public secondary school located in the Camden neighborhood of Minneapolis, Minnesota?",Patrick Henry High School,Camden High School,2024-08-01,2024-09-01 00:00:00,"Patrick Henry High School, or simply Patrick Henry, is a public secondary school in Minneapolis, Minnesota, United States. It is located in the city's Camden neighborhood. The school is named for Amer…","Camden High School, or simply Camden, is a public secondary school in Minneapolis, Minnesota, United States. It is located in and named after the Camden neighborhood. It had a student population of ab…",,g,
579,"which high school has one of the largest math teams in the city, managed by coach John Heisel?",Henry,Camden,2024-08-01,2024-09-01 00:00:00,"The sport was dropped at Patrick Henry. By 2010, both all hockey teams at all seven Minneapolis public high schools were merged into a collective Minneapolis boys team and girls team. Beyond the sport…","The sport was dropped at Camden. By 2010, both all hockey teams at all seven Minneapolis public high schools were merged into a collective Minneapolis boys team and girls team. Beyond the sports, Camd…",,g,
582,in which tier of the English rugby union league system does Rotherham Rugby Union Football Club currently play?,Fourth tier,Third tier,2024-09-01,2024-10-01 00:00:00,"…on club from Rotherham, South Yorkshire, currently playing in the fourth tier of the English rugby union league system, following their relegation from the National League 1 at the end of the 2019–202…","…on club from Rotherham, South Yorkshire, currently playing in the third tier of the English rugby union league system, following their promotion from the National League 2 North at the end of the 2023…",수치?,g,
584,who is the head coach of the American Samoa national football team?,Tunoa Lui,Thomas Rongen,2024-08-01,2024-09-01 00:00:00,"…the Pago Park Soccer Stadium in Pago Pago and their head coach is Tunoa Lui. History Early history In 1983, American Samoa entered a football team in the South Pacific Games for the first time. The te…","…the Pago Park Soccer Stadium in Pago Pago and their head coach is Thomas Rongen. History Early history In 1983, American Samoa entered a football team in the South Pacific Games for the first time. Th…",,g,
586,where do Titaanit play their home matches?,Ilona Areena,Kotka Ice Rink,2024-08-01,2024-09-01 00:00:00,"…Finland's second highest level. Titaanit play their home match at Ilona Areena, which can hold nearly two thousand (1958) viewers. Early years The predecessor of Titaanit was Sunilan Sisu. Titaanit pl…","…Finland's second highest level. Titaanit play their home match at Kotka Ice Rink, which can hold nearly two thousand (1958) viewers. Early years The predecessor of Titaanit was Sunilan Sisu. Titaanit …",,g,
587,how many players have won the Premier League with two clubs?,Eight,Ten,2024-10-01,2024-11-01 00:00:00,"…n 44 years. In 2013, Touré signed for Liverpool. He is one of the eight players who have won the Premier League with two clubs, having won it with Arsenal and City. He also won the Scottish Premiershi…","…n 44 years. In 2013, Touré signed for Liverpool. He is one of the ten players who have won the Premier League with two clubs, having won it with Arsenal and City. He also won the Scottish Premiership …",수치?,g,
592,what is the last match considered when determining the caps and goals for the Cuba national football team players?,Russia,Nicaragua,2024-09-01,2024-10-01 00:00:00,"…and goals correct as of 20 November 2023, after the match against Russia. Recent call-ups The following players have also been called up to the Cuba squad within the last twelve months. INJ Player wit…","…the 2024–25 CONCACAF Nations League A matches against Jamaica and Nicaragua on 6 and 10 September 2024. Caps and goals correct as of 10 September 2024, after the match against Nicaragua. Recent call-u…",,g,
593,what type of CONCACAF Nations League matches were the players called up for?,CONCACAF Nations League A matches,CONCACAF Nations League Play-in matches,2024-11-01,2024-12-01 00:00:00,…urrent squad The following players were called up for the 2024–25 CONCACAF Nations League A matches against on 10 and 14 October 2024.,…urrent squad The following players were called up for the 2024–25 CONCACAF Nations League Play-in matches against on 14 and 18 November 2024.,,g,
597,"what is the studio album number of Suburban Rock 'n' Roll by Space, considering the then-unreleased ""Love You More than Football""?",Fourth,Third,2024-06-01,2024-07-01 00:00:00,"Suburban Rock 'n' Roll is the fourth studio album (third counting the then-unreleased Love You More than Football) by Space, released on 8 March 2004. It is their first proper album release since 1998…","Suburban Rock 'n' Roll is the third studio album (though fourth recorded, counting the then-unreleased Love You More than Football) by Space, released on 8 March 2004. It is their first proper album r…",수치?,c,
